ID	Category	Description
150001768	ASSAULT	BATTERY
150020752	NON-CRIMINAL	LOCATED PROPERTY
150045421	OTHER OFFENSES	PROBATION VIOLATION
150082031	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150227271	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150041736	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150011187	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150528847	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150022275	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150010258	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150332949	VEHICLE THEFT	STOLEN AUTOMOBILE
150026487	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150449748	BURGLARY	BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY
150025031	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150115610	WARRANTS	ENROUTE TO PAROLE OFFICER
150049746	VEHICLE THEFT	STOLEN TRUCK
150126219	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150034935	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150042223	SECONDARY CODES	JUVENILE INVOLVED
150035604	MISSING PERSON	FOUND PERSON
150635038	ASSAULT	INFLICT INJURY ON COHABITEE
150041225	ASSAULT	STALKING
150011381	BURGLARY	BURGLARY, VEHICLE (ARREST MADE)
150055210	SECONDARY CODES	DOMESTIC VIOLENCE
150056268	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150049354	ROBBERY	ROBBERY, ARMED WITH A DANGEROUS WEAPON
150097795	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150035836	NON-CRIMINAL	FOUND PROPERTY
150039377	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150061483	LARCENY/THEFT	GRAND THEFT FROM PERSON
150041407	DRUG/NARCOTIC	POSSESSION OF HEROIN
150070036	ASSAULT	SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE
150005403	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150039327	VEHICLE THEFT	STOLEN AUTOMOBILE
150032387	SEX OFFENSES, FORCIBLE	SEXUAL BATTERY
150027792	LARCENY/THEFT	LOST PROPERTY, PETTY THEFT
150087122	DISORDERLY CONDUCT	DISTURBING THE PEACE
150039117	ROBBERY	ROBBERY, ARMED WITH A GUN
150012135	SECONDARY CODES	PREJUDICE-BASED INCIDENT
156080689	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150383168	VEHICLE THEFT	STOLEN MOTORCYCLE
150052824	ROBBERY	ATTEMPTED ROBBERY ON THE STREET WITH A GUN
150065413	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO
150030814	DISORDERLY CONDUCT	DISTURBING THE PEACE
150120487	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150894422	DRUG/NARCOTIC	SALE OF BASE/ROCK COCAINE
150115159	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150058242	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE FOR SALE
150138587	FRAUD	DEFRAUDING AN INNKEEPER
150005550	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150975351	NON-CRIMINAL	AIDED CASE, INJURED PERSON
160003964	WEAPON LAWS	POSSESSION OF AIR GUN
150040647	BURGLARY	BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY
150076040	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150056036	DRIVING UNDER THE INFLUENCE	DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL
150487594	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150062481	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150022582	ASSAULT	THREATS AGAINST LIFE
150520304	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150111492	TRESPASS	TRESPASSING
150055038	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150293589	ASSAULT	BATTERY
150013296	DRUG/NARCOTIC	POSSESSION OF COCAINE
150031884	ROBBERY	ATTEMPTED ROBBERY WITH BODILY FORCE
150055282	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150100677	ARSON	ARSON OF A VEHICLE
150020558	ROBBERY	ROBBERY OF A CHAIN STORE WITH BODILY FORCE
150178141	WARRANTS	PROBATION SEARCH
150047847	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150036000	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150189295	OTHER OFFENSES	RESISTING ARREST
150016698	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150011400	ASSAULT	BATTERY
150119929	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150017925	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150070547	ASSAULT	BATTERY
150027394	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150063887	OTHER OFFENSES	RESISTING ARREST
150093248	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150020172	WARRANTS	WARRANT ARREST
150030842	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150026318	ROBBERY	ROBBERY OF A CHAIN STORE WITH BODILY FORCE
150042110	ROBBERY	ROBBERY, BODILY FORCE
150014379	DRUG/NARCOTIC	POSSESSION OF COCAINE FOR SALES
150073171	MISSING PERSON	FOUND PERSON
150072452	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150016911	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150976020	ASSAULT	BATTERY
150353923	SEX OFFENSES, FORCIBLE	FORCIBLE RAPE, BODILY FORCE
150031549	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150018951	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150016024	OTHER OFFENSES	RESISTING ARREST
150031890	NON-CRIMINAL	CASE CLOSURE
150039305	WARRANTS	ENROUTE TO U.S. MARSHALL
150062027	LARCENY/THEFT	PETTY THEFT BICYCLE
150018462	FRAUD	FALSE ID TO PEACE OFFICER
150091753	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150084441	OTHER OFFENSES	CONSPIRACY
150170783	FRAUD	FALSE ID TO PEACE OFFICER
150065805	ASSAULT	CHILD ABUSE (PHYSICAL)
140593844	WARRANTS	WARRANT ARREST
150041849	DISORDERLY CONDUCT	DISTURBING THE PEACE, FIGHTING
150018149	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150052307	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150466598	TRESPASS	TRESPASSING
141065163	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES
150085966	WARRANTS	WARRANT ARREST
150060184	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150034214	OTHER OFFENSES	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY
150050022	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
151036881	VEHICLE THEFT	STOLEN AUTOMOBILE
150017765	ASSAULT	BATTERY
150021299	OTHER OFFENSES	PROBATION VIOLATION
150049536	NON-CRIMINAL	STAY AWAY OR COURT ORDER, NON-DV RELATED
150031470	ASSAULT	BATTERY
150045186	ASSAULT	THREATS AGAINST LIFE
150120073	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150455717	LARCENY/THEFT	THEFT OF COMPUTERS OR CELL PHONES
150033448	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150052880	ROBBERY	ROBBERY, BODILY FORCE
150144766	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150034838	NON-CRIMINAL	TURNED IN GUN
150070456	BURGLARY	BURGLARY OF STORE, UNLAWFUL ENTRY
150024895	ASSAULT	THREATENING PHONE CALL(S)
150139557	WARRANTS	WARRANT ARREST
150037252	VEHICLE THEFT	STOLEN AUTOMOBILE
150042784	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150038335	LARCENY/THEFT	PETTY THEFT FROM UNLOCKED AUTO
150523239	ASSAULT	CHILD ABUSE (PHYSICAL)
150122950	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150125982	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150054767	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150102548	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150079771	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150337030	ASSAULT	BATTERY
150016438	MISSING PERSON	MISSING JUVENILE
150023615	ROBBERY	ROBBERY, BODILY FORCE
150004988	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150031527	DRUNKENNESS	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
150083324	ARSON	ARSON OF A VEHICLE
150017282	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150027112	WEAPON LAWS	DISCHARGE FIREARM WITHIN CITY LIMITS
150063138	LARCENY/THEFT	GRAND THEFT FROM PERSON
150192947	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150030171	ASSAULT	STALKING
150022576	WARRANTS	WARRANT ARREST
150014523	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150772969	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150626128	ASSAULT	BATTERY
150028148	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150111715	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150072430	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150021982	NON-CRIMINAL	CASE CLOSURE
150037531	ASSAULT	THREATS AGAINST LIFE
150066938	NON-CRIMINAL	FOUND PROPERTY
150025520	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150115171	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150000312	NON-CRIMINAL	FOUND PROPERTY
150102714	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150007584	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150095119	VEHICLE THEFT	STOLEN MOTORCYCLE
150089849	OTHER OFFENSES	RESISTING ARREST
150035325	NON-CRIMINAL	FOUND PROPERTY
150070428	SEX OFFENSES, FORCIBLE	SEXUAL BATTERY
150474789	ROBBERY	ROBBERY OF A RESIDENCE WITH A KNIFE
150722936	ROBBERY	ROBBERY, ARMED WITH A GUN
150940075	WARRANTS	PAROLE SEARCH
150008946	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150048390	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO
150059767	ASSAULT	BATTERY
150028740	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150914230	FRAUD	CREDIT CARD, THEFT BY USE OF
150750971	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150053844	LARCENY/THEFT	THEFT OF COMPUTERS OR CELL PHONES
150289500	ASSAULT	INFLICT INJURY ON COHABITEE
150316727	NON-CRIMINAL	CASE CLOSURE
150049354	WEAPON LAWS	POSSESSION OF AIR GUN
150073507	OTHER OFFENSES	VIOLATION OF EMERGENCY PROTECTIVE ORDER
150187772	MISSING PERSON	MISSING JUVENILE
150229954	MISSING PERSON	MISSING JUVENILE
150016626	VEHICLE THEFT	STOLEN AUTOMOBILE
150019391	MISSING PERSON	FOUND PERSON
150011557	NON-CRIMINAL	AIDED CASE
150083051	ASSAULT	THREATS AGAINST LIFE
150063887	LARCENY/THEFT	GRAND THEFT FROM PERSON
150012141	FRAUD	CREDIT CARD, THEFT BY USE OF
150030444	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150006887	LARCENY/THEFT	GRAND THEFT FROM PERSON
150012787	BURGLARY	BURGLARY, UNLAWFUL ENTRY
150047944	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150082116	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150001376	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150356325	BURGLARY	BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY
150713189	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150006649	BURGLARY	BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY
150042132	DRUG/NARCOTIC	POSSESSION OF BASE/ROCK COCAINE
150037804	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150061308	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150107184	ROBBERY	ROBBERY, BODILY FORCE
150013882	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150015731	NON-CRIMINAL	LOST PROPERTY
150045766	DRUG/NARCOTIC	POSSESSION OF HEROIN
150051525	VEHICLE THEFT	STOLEN AUTOMOBILE
150060736	NON-CRIMINAL	FOUND PROPERTY
150007788	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150050806	NON-CRIMINAL	AIDED CASE
150059773	NON-CRIMINAL	SEARCH WARRANT SERVICE
150760629	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150058656	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150045744	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150045960	BURGLARY	BURGLARY, HOT PROWL, FORCIBLE ENTRY
150510719	ASSAULT	BATTERY
130760821	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE
156230323	NON-CRIMINAL	LOST PROPERTY
150055113	SECONDARY CODES	DOMESTIC VIOLENCE
150413163	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150005607	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150058559	BURGLARY	BURGLARY, FORCIBLE ENTRY
150025291	WARRANTS	WARRANT ARREST
150565485	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150132727	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150007261	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150099622	OTHER OFFENSES	TRAFFIC VIOLATION
150033169	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150054240	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150030745	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150777442	NON-CRIMINAL	DEATH REPORT, NATURAL CAUSES
150896923	LIQUOR LAWS	SALE OF ALCOHOL TO MINOR
150144954	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150008300	ASSAULT	THREATS AGAINST LIFE
150135000	OTHER OFFENSES	TRAFFIC VIOLATION
150033078	NON-CRIMINAL	CASE CLOSURE
150030488	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150080881	VEHICLE THEFT	STOLEN AUTOMOBILE
150030109	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
151033655	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150089695	OTHER OFFENSES	RESISTING ARREST
150034991	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150541344	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150024419	WARRANTS	WARRANT ARREST
150074969	WARRANTS	WARRANT ARREST
150104469	WARRANTS	WARRANT ARREST
150177096	ASSAULT	THREATS AGAINST LIFE
150097808	LARCENY/THEFT	PETTY THEFT FROM UNLOCKED AUTO
150031709	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150011096	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
141093120	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150104011	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150006116	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150037371	NON-CRIMINAL	AIDED CASE
150009944	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150096355	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150142293	VEHICLE THEFT	STOLEN AUTOMOBILE
150043055	WARRANTS	WARRANT ARREST
150003770	DRUG/NARCOTIC	POSSESSION OF METH-AMPHETAMINE
150054682	SEX OFFENSES, FORCIBLE	SEXUAL BATTERY
151052699	ASSAULT	BATTERY
150003394	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150011472	ARSON	FIRE, UNLAWFULLY CAUSING
150013951	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150293573	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150541162	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150250880	ROBBERY	ROBBERY, BODILY FORCE
150038012	NON-CRIMINAL	CIVIL SIDEWALKS, CITATION
150022162	LARCENY/THEFT	GRAND THEFT BICYCLE
150104588	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150003203	BURGLARY	BURGLARY, FORCIBLE ENTRY
150136434	ASSAULT	FALSE IMPRISONMENT
150124451	VEHICLE THEFT	STOLEN AUTOMOBILE
150055113	ASSAULT	THREATS AGAINST LIFE
150009217	MISSING PERSON	FOUND PERSON
150661823	OTHER OFFENSES	RESISTING ARREST
150101528	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE
150052153	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150226897	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150024594	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150016438	MISSING PERSON	FOUND PERSON
150031856	VEHICLE THEFT	STOLEN AUTOMOBILE
150052329	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150905546	VEHICLE THEFT	STOLEN AUTOMOBILE
150033830	VEHICLE THEFT	STOLEN AUTOMOBILE
150094133	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
140649130	WARRANTS	WARRANT ARREST
150002540	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150019692	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150050696	ROBBERY	ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON
150046667	TRESPASS	TRESPASSING
150001633	OTHER OFFENSES	FALSE PERSONATION
150270935	KIDNAPPING	FALSE IMPRISONMENT
150631490	ASSAULT	BATTERY
150032672	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150034725	ASSAULT	THREATS AGAINST LIFE
140678753	WARRANTS	WARRANT ARREST
150145532	OTHER OFFENSES	RESISTING ARREST
150005889	VEHICLE THEFT	STOLEN AUTOMOBILE
150002716	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150032876	SEX OFFENSES, FORCIBLE	SEXUAL ASSAULT, ADMINISTERING DRUG TO COMMIT
150101368	ASSAULT	THREATS AGAINST LIFE
150364356	ASSAULT	THREATS AGAINST LIFE
150009154	NON-CRIMINAL	FIRE REPORT
150015139	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150006194	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150506912	WARRANTS	PROBATION SEARCH
150039173	ASSAULT	THREATS AGAINST LIFE
150038482	OTHER OFFENSES	RESISTING ARREST
150024469	NON-CRIMINAL	CASE CLOSURE
150046623	NON-CRIMINAL	AIDED CASE
150034913	ASSAULT	THREATS AGAINST LIFE
150058377	LARCENY/THEFT	GRAND THEFT FROM PERSON
150353371	ASSAULT	BATTERY
150109798	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER
150020962	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150011347	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150059290	ASSAULT	INFLICT INJURY ON COHABITEE
150142334	ROBBERY	ROBBERY, ARMED WITH A KNIFE
150057103	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150541140	VEHICLE THEFT	STOLEN AUTOMOBILE
150055088	WEAPON LAWS	LOITERING WHILE CARRYING CONCEALED WEAPON
150019084	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150092535	DRUG/NARCOTIC	POSSESSION OF HEROIN
150057608	ROBBERY	ROBBERY, BODILY FORCE
150063263	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150057266	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150028364	SECONDARY CODES	GANG ACTIVITY
150054080	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150062221	NON-CRIMINAL	CASE CLOSURE
150011723	RECOVERED VEHICLE	RECOVERED VEHICLE - STOLEN OUTSIDE SF
150093806	SECONDARY CODES	DOMESTIC VIOLENCE
150021330	OTHER OFFENSES	RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER
150102736	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION
150041651	LARCENY/THEFT	PETTY THEFT OF PROPERTY
150112252	NON-CRIMINAL	SEARCH WARRANT SERVICE
150007960	DRUG/NARCOTIC	TRANSPORTATION OF COCAINE
150052749	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150063417	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150060849	WARRANTS	WARRANT ARREST
150159191	NON-CRIMINAL	LOST PROPERTY
150056456	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150018597	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150136387	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150018503	NON-CRIMINAL	LOST PROPERTY
150566756	LARCENY/THEFT	GRAND THEFT FROM PERSON
150032735	LARCENY/THEFT	GRAND THEFT FROM PERSON
150121388	NON-CRIMINAL	FOUND PROPERTY
150039593	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150041582	SECONDARY CODES	JUVENILE INVOLVED
150089322	BURGLARY	BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY
150042712	WARRANTS	ENROUTE TO DEPARTMENT OF CORRECTIONS
150018161	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150009580	VANDALISM	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES
150012038	DRUG/NARCOTIC	POSSESSION OF MARIJUANA
150045415	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150014921	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150042803	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150018832	TRESPASS	LODGING WITHOUT PERMISSION
151093790	FAMILY OFFENSES	CHILDREN, ABANDONMENT & NEGLECT OF (GENERAL)
150642102	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150856717	ASSAULT	BATTERY
150065441	VEHICLE THEFT	STOLEN AUTOMOBILE
150033545	WARRANTS	WARRANT ARREST
150022980	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO
150042405	LIQUOR LAWS	CONSUMING ALCOHOL IN PUBLIC VIEW
150072850	BURGLARY	BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY
150161453	KIDNAPPING	FALSE IMPRISONMENT
150128629	SEX OFFENSES, FORCIBLE	SEXUAL BATTERY
150138800	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150058957	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150570553	NON-CRIMINAL	LOST PROPERTY
150040192	OTHER OFFENSES	TRAFFIC VIOLATION ARREST
150126899	ASSAULT	BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP
150011739	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150299333	WARRANTS	WARRANT ARREST
150005782	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150072236	NON-CRIMINAL	LOST PROPERTY
150052454	OTHER OFFENSES	PROBATION VIOLATION
150025702	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150697602	NON-CRIMINAL	AIDED CASE
150046021	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150008645	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150453125	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150070804	NON-CRIMINAL	STAY AWAY OR COURT ORDER, NON-DV RELATED
150580063	VANDALISM	MALICIOUS MISCHIEF, VANDALISM
150052993	LARCENY/THEFT	GRAND THEFT FROM PERSON
150071777	SUSPICIOUS OCC	SUSPICIOUS AUTO, POSSIBLY SEX
150042295	SECONDARY CODES	DOMESTIC VIOLENCE
150006401	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150035660	ROBBERY	ROBBERY, BODILY FORCE
150068655	ASSAULT	AGGRAVATED ASSAULT WITH BODILY FORCE
150466673	MISSING PERSON	MISSING ADULT
150056525	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA
150761279	NON-CRIMINAL	FOUND PROPERTY
140369667	VEHICLE THEFT	STOLEN MOTORCYCLE
150136779	BURGLARY	BURGLARY OF FLAT, UNLAWFUL ENTRY
150009057	LARCENY/THEFT	PETTY THEFT FROM A BUILDING
150036771	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150033197	SUSPICIOUS OCC	INVESTIGATIVE DETENTION
150062544	ROBBERY	ATTEMPTED ROBBERY WITH BODILY FORCE
150015026	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON
150026396	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150739969	OTHER OFFENSES	DRIVERS LICENSE, SUSPENDED OR REVOKED
150042405	WEAPON LAWS	CARRYING A CONCEALED WEAPON
150020263	LARCENY/THEFT	GRAND THEFT FROM PERSON
150774222	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150022344	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150001962	NON-CRIMINAL	LICENSE PLATE, RECOVERED
150000629	ROBBERY	ROBBERY, BODILY FORCE
150712056	LARCENY/THEFT	PETTY THEFT SHOPLIFTING
150130696	FRAUD	CREDIT CARD, THEFT OF
150422318	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150038313	VEHICLE THEFT	STOLEN AUTOMOBILE
150044097	ASSAULT	BATTERY
150102435	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO
150105611	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION
150160063	LARCENY/THEFT	GRAND THEFT FROM A BUILDING
150043221	STOLEN PROPERTY	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING
150057078	LARCENY/THEFT	GRAND THEFT OF PROPERTY
150050232	OTHER OFFENSES	VIOLATION OF MUNICIPAL CODE
150050232	ASSAULT	BATTERY
150005798	ASSAULT	THREATS AGAINST LIFE
150038993	TRESPASS	TRESPASSING
150367742	ASSAULT	BATTERY
150044699	FRAUD	FALSE PRETENSES, PETTY THEFT
150170244	ASSAULT	BATTERY
150042029	NON-CRIMINAL	DEATH REPORT, NATURAL CAUSES
150000425	MISSING PERSON	FOUND PERSON
150009988	NON-CRIMINAL	DEATH REPORT, CAUSE UNKNOWN
150013666	DRUG/NARCOTIC	POSSESSION OF BASE/ROCK COCAINE
150119383	BURGLARY	BURGLARY OF RESIDENCE, FORCIBLE ENTRY
150308285	ROBBERY	ROBBERY ON THE STREET, STRONGARM
150014175	DRUG/NARCOTIC	POSSESSION OF MARIJUANA FOR SALES
150012715	NON-CRIMINAL	FOUND PROPERTY
150012561	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE
150238143	WARRANTS	WARRANT ARREST
150096208	ROBBERY	CARJACKING WITH BODILY FORCE
150100097	NON-CRIMINAL	AIDED CASE, MENTAL DISTURBED
150055953	ASSAULT	BATTERY
